region,canal,metodo_pago,ticket,dias_entrega,satisfaccion
Sur,App,Billetera digital,155.96,3.0,4.0
Norte,App,Tarjeta,71.82,2.0,5.0
Lima,Web,Tarjeta,87.06,1.0,5.0
Norte,App,Contra entrega,221.84,4.0,3.0
Centro,App,Billetera digital,39.02,4.0,4.0
Lima,Web,Tarjeta,153.57,1.0,4.0
Lima,App,Tarjeta,101.15,5.0,4.0
Lima,Web,Tarjeta,68.43,2.0,4.0
Lima,Web,Billetera digital,133.52,2.0,5.0
Lima,App,Contra entrega,276.8,4.0,4.0
Lima,Web,Tarjeta,89.05,1.0,3.0
Norte,Web,Contra entrega,291.71,2.0,4.0
Lima,App,Tarjeta,147.17,2.0,3.0
Lima,Web,Tarjeta,102.02,2.0,4.0
Centro,Web,Contra entrega,85.63,3.0,4.0
Lima,Web,Billetera digital,177.56,1.0,4.0
Sur,App,Contra entrega,147.23,4.0,5.0
Norte,Web,Tarjeta,242.06,2.0,4.0
Lima,Web,Billetera digital,113.14,1.0,5.0
Lima,App,Tarjeta,340.85,1.0,5.0
Centro,Web,Billetera digital,146.35,2.0,5.0
Lima,Web,Tarjeta,181.61,2.0,5.0
Sur,Web,Billetera digital,54.32,3.0,2.0
Lima,Web,Tarjeta,68.13,3.0,4.0
Lima,Web,Tarjeta,151.26,2.0,5.0
Oriente,Web,Billetera digital,51.45,4.0,4.0
Oriente,App,Tarjeta,77.96,3.0,4.0
Lima,App,Tarjeta,114.7,3.0,4.0
Centro,Web,Contra entrega,133.92,4.0,5.0
Norte,Web,Billetera digital,133.68,2.0,5.0
Centro,Web,Contra entrega,103.93,2.0,4.0
Centro,App,Billetera digital,104.07,3.0,
Oriente,App,Contra entrega,117.8,12.0,2.0
Norte,App,Billetera digital,191.42,3.0,3.0
Oriente,Web,Billetera digital,173.9,3.0,5.0
Lima,App,Contra entrega,88.81,1.0,5.0
Centro,Web,Billetera digital,208.92,3.0,4.0
Norte,App,Billetera digital,218.31,4.0,4.0
Centro,Web,Tarjeta,153.06,5.0,4.0
Sur,Web,Billetera digital,162.16,6.0,3.0
Lima,Web,Contra entrega,66.21,1.0,5.0
Sur,App,Tarjeta,266.71,2.0,5.0
Lima,App,Billetera digital,395.01,1.0,5.0
Lima,App,Billetera digital,96.46,1.0,5.0
Oriente,Web,Billetera digital,63.9,4.0,4.0
Oriente,App,Billetera digital,180.43,9.0,2.0
Lima,App,Billetera digital,106.94,2.0,4.0
Lima,App,Tarjeta,181.37,2.0,5.0
Lima,Web,Billetera digital,68.77,2.0,5.0
Sur,App,Tarjeta,261.61,3.0,5.0
Lima,App,Tarjeta,283.34,1.0,5.0
Norte,Web,Tarjeta,261.18,2.0,5.0
Lima,Web,Billetera digital,108.35,1.0,4.0
Lima,Web,Billetera digital,102.57,1.0,5.0
Oriente,App,Contra entrega,55.77,9.0,2.0
Lima,App,Tarjeta,73.14,1.0,5.0
Sur,Web,Tarjeta,124.23,4.0,4.0
Norte,Web,Tarjeta,101.29,1.0,4.0
Oriente,App,Billetera digital,90.05,4.0,4.0
Lima,App,Billetera digital,267.26,1.0,5.0
Lima,App,Billetera digital,46.28,2.0,4.0
Sur,App,Tarjeta,113.22,3.0,3.0
Lima,App,Billetera digital,121.15,1.0,5.0
Lima,App,Tarjeta,239.95,1.0,5.0
Norte,App,Tarjeta,152.1,2.0,3.0
Norte,App,Contra entrega,112.95,10.0,2.0
Lima,Web,Tarjeta,91.99,2.0,5.0
Sur,Web,Billetera digital,608.48,5.0,5.0
Sur,Web,Contra entrega,187.1,3.0,5.0
Lima,Web,Tarjeta,48.61,2.0,5.0
Sur,App,Billetera digital,94.71,4.0,4.0
Centro,Web,Billetera digital,307.7,3.0,4.0
Sur,Web,Billetera digital,92.78,5.0,3.0
Sur,App,Billetera digital,202.77,4.0,4.0
Lima,Web,Tarjeta,45.81,1.0,5.0
Oriente,App,Contra entrega,131.08,6.0,3.0
Oriente,App,Billetera digital,140.22,7.0,3.0
Lima,App,Tarjeta,125.02,1.0,5.0
Norte,Web,Contra entrega,43.65,3.0,5.0
Sur,Web,Billetera digital,108.08,6.0,5.0
Sur,App,Tarjeta,127.87,4.0,3.0
Sur,Web,Contra entrega,67.03,3.0,4.0
Lima,Web,Contra entrega,96.87,3.0,2.0
Lima,Web,Billetera digital,97.84,1.0,5.0
Centro,App,Billetera digital,94.6,1.0,5.0
Lima,Web,Contra entrega,191.03,2.0,4.0
Lima,Web,Tarjeta,133.3,1.0,4.0
Norte,App,Contra entrega,100.66,3.0,4.0
Norte,Web,Tarjeta,308.96,2.0,5.0
Sur,App,Contra entrega,184.47,3.0,5.0
Lima,Web,Billetera digital,260.14,3.0,4.0
Sur,Web,Tarjeta,124.06,5.0,4.0
Sur,Web,Contra entrega,92.63,5.0,4.0
Lima,App,Billetera digital,128.68,1.0,5.0
Norte,Web,Billetera digital,183.02,4.0,3.0
Centro,Web,Contra entrega,183.93,5.0,4.0
Norte,App,Billetera digital,179.89,5.0,4.0
Lima,Web,Tarjeta,116.14,3.0,5.0
Norte,Web,Billetera digital,173.01,2.0,4.0
Centro,Web,Tarjeta,235.22,4.0,3.0
Lima,App,Contra entrega,67.8,1.0,4.0
Norte,App,Billetera digital,206.86,3.0,4.0
Sur,Web,Tarjeta,489.1,5.0,4.0
Sur,App,Tarjeta,51.94,3.0,4.0
Lima,App,Billetera digital,95.69,1.0,4.0
Lima,Web,Tarjeta,131.12,1.0,5.0
Norte,App,Billetera digital,49.4,5.0,4.0
Norte,Web,Tarjeta,118.05,5.0,4.0
Lima,Web,Billetera digital,605.49,2.0,3.0
Norte,App,Tarjeta,93.74,3.0,4.0
Lima,App,Tarjeta,83.69,2.0,5.0
Lima,App,Billetera digital,86.24,4.0,2.0
Lima,App,Tarjeta,165.19,2.0,5.0
Norte,Web,Tarjeta,44.7,3.0,4.0
Lima,Web,Tarjeta,137.0,2.0,3.0
Sur,Web,Tarjeta,178.93,3.0,5.0
Lima,Web,Tarjeta,147.8,1.0,5.0
Lima,App,Tarjeta,275.79,2.0,4.0
Centro,Web,Tarjeta,36.53,2.0,5.0
Sur,Web,Billetera digital,101.19,2.0,5.0
Norte,Web,Billetera digital,143.19,2.0,4.0
Norte,Web,Billetera digital,178.75,4.0,5.0
Lima,App,Billetera digital,100.27,1.0,4.0
Lima,App,Billetera digital,234.27,1.0,4.0
Sur,App,Billetera digital,140.64,3.0,4.0
Lima,App,Tarjeta,74.37,1.0,4.0
Norte,App,Billetera digital,197.44,2.0,3.0
Sur,Web,Tarjeta,124.36,3.0,5.0
Lima,Web,Contra entrega,172.13,2.0,5.0
Norte,App,Contra entrega,98.36,3.0,4.0
Lima,App,Tarjeta,113.39,1.0,2.0
Lima,App,Tarjeta,150.94,1.0,5.0
Lima,App,Tarjeta,95.83,1.0,5.0
Centro,App,Tarjeta,132.56,3.0,4.0
Lima,Web,Billetera digital,132.44,1.0,5.0
Norte,Web,Tarjeta,107.6,3.0,5.0
Sur,Web,Billetera digital,154.56,2.0,4.0
Sur,Web,Tarjeta,131.47,1.0,4.0
Sur,Web,Billetera digital,70.87,2.0,5.0
Lima,App,Billetera digital,354.97,1.0,5.0
Norte,App,Contra entrega,92.51,3.0,4.0
Sur,App,Billetera digital,76.7,4.0,5.0
Norte,Web,Contra entrega,162.76,4.0,5.0
Lima,Web,Billetera digital,110.29,3.0,2.0
Sur,App,Billetera digital,98.06,4.0,3.0
Lima,Web,Tarjeta,93.13,1.0,5.0
Norte,App,Contra entrega,138.12,3.0,4.0
Sur,Web,Tarjeta,81.52,5.0,4.0
Norte,App,Contra entrega,224.19,2.0,4.0
Sur,Web,Contra entrega,117.87,6.0,3.0
Lima,Web,Billetera digital,116.4,2.0,4.0
Norte,App,Billetera digital,170.4,3.0,4.0
Lima,App,Billetera digital,255.61,2.0,4.0
Oriente,Web,Tarjeta,127.07,1.0,5.0
Lima,Web,Billetera digital,142.57,2.0,4.0
Lima,App,Tarjeta,155.61,3.0,5.0
Sur,App,Tarjeta,104.35,3.0,3.0
Centro,Web,Contra entrega,311.11,3.0,2.0
Centro,App,Contra entrega,66.27,3.0,4.0
Lima,Web,Tarjeta,36.3,2.0,5.0
Sur,Web,Tarjeta,302.86,3.0,5.0
Lima,Web,Contra entrega,292.23,1.0,4.0
Sur,Web,Billetera digital,91.69,3.0,3.0
Norte,App,Contra entrega,501.16,7.0,3.0
Sur,App,Tarjeta,269.16,2.0,4.0
Lima,App,Tarjeta,90.61,3.0,4.0
Lima,Web,Tarjeta,100.55,3.0,5.0
Sur,Web,Tarjeta,215.82,2.0,2.0
Lima,App,Contra entrega,265.91,1.0,5.0
Sur,Web,Contra entrega,127.65,4.0,4.0
Lima,Web,Billetera digital,180.31,1.0,5.0
Oriente,Web,Billetera digital,199.62,2.0,3.0
Sur,Web,Billetera digital,142.56,7.0,4.0
Sur,Web,Tarjeta,281.9,3.0,5.0
Lima,Web,Billetera digital,117.92,1.0,5.0
Lima,App,Contra entrega,195.03,2.0,4.0
Sur,Web,Billetera digital,242.37,2.0,4.0
Lima,App,Billetera digital,112.48,2.0,5.0
Centro,App,Tarjeta,59.97,3.0,5.0
Oriente,Web,Contra entrega,267.07,8.0,2.0
Lima,Web,Billetera digital,87.62,3.0,4.0
Sur,App,Tarjeta,336.1,2.0,5.0
Oriente,Web,Contra entrega,82.93,5.0,2.0
Lima,App,Tarjeta,112.14,2.0,4.0
Lima,Web,Billetera digital,262.88,2.0,5.0
Norte,App,Tarjeta,212.81,1.0,5.0
Sur,Web,Billetera digital,62.83,1.0,5.0
Sur,App,Contra entrega,87.47,3.0,
Lima,Web,Billetera digital,106.13,1.0,4.0
Lima,App,Billetera digital,232.34,2.0,3.0
Oriente,Web,Billetera digital,220.9,1.0,4.0
Lima,Web,Billetera digital,150.84,1.0,4.0
Norte,App,Contra entrega,97.91,4.0,
Norte,Web,Tarjeta,57.71,1.0,5.0
Sur,App,Billetera digital,61.27,3.0,4.0
Oriente,App,Billetera digital,290.01,2.0,5.0
Sur,App,Billetera digital,57.37,2.0,4.0
Centro,Web,Tarjeta,116.26,3.0,5.0
Norte,App,Billetera digital,84.24,4.0,4.0
Lima,Web,Tarjeta,275.24,4.0,4.0
Lima,App,Billetera digital,84.97,1.0,5.0
Oriente,App,Contra entrega,78.86,6.0,3.0
Sur,App,Contra entrega,95.81,2.0,4.0
Lima,App,Tarjeta,75.14,1.0,4.0
Lima,App,Tarjeta,285.28,2.0,5.0
Sur,Web,Tarjeta,60.96,3.0,4.0
Norte,App,Tarjeta,73.53,3.0,5.0
Lima,Web,Billetera digital,105.52,2.0,5.0
Sur,Web,Billetera digital,82.69,4.0,3.0
Lima,Web,Billetera digital,81.84,2.0,5.0
Lima,App,Billetera digital,226.14,2.0,4.0
Lima,Web,Tarjeta,162.23,1.0,3.0
Lima,Web,Billetera digital,86.95,3.0,4.0
Sur,App,Billetera digital,76.29,4.0,4.0
Sur,App,Tarjeta,260.64,3.0,3.0
Centro,App,Contra entrega,123.69,2.0,5.0
Lima,Web,Tarjeta,179.49,3.0,
Norte,Web,Billetera digital,129.47,4.0,4.0
Lima,Web,Tarjeta,163.56,1.0,5.0
Lima,App,Billetera digital,70.18,2.0,3.0
Lima,Web,Tarjeta,83.88,2.0,3.0
Lima,Web,Billetera digital,80.28,1.0,4.0
Lima,App,Tarjeta,220.33,1.0,5.0
Norte,Web,Billetera digital,98.41,1.0,5.0
Lima,App,Contra entrega,104.59,3.0,4.0
Sur,App,Tarjeta,91.82,1.0,4.0
Lima,Web,Tarjeta,143.39,2.0,5.0
Lima,Web,Tarjeta,124.14,3.0,5.0
Norte,Web,Billetera digital,113.57,7.0,3.0
Centro,Web,Contra entrega,136.3,5.0,3.0
Sur,Web,Tarjeta,93.09,3.0,3.0
Oriente,Web,Tarjeta,376.81,1.0,5.0
Sur,App,Billetera digital,305.1,5.0,5.0
Norte,App,Tarjeta,61.2,2.0,5.0
Lima,Web,Billetera digital,111.14,1.0,4.0
Lima,App,Billetera digital,164.9,1.0,4.0
Lima,App,Contra entrega,143.32,2.0,4.0
Lima,App,Tarjeta,156.87,3.0,3.0
Norte,Web,Contra entrega,263.25,8.0,3.0
Lima,Web,Billetera digital,246.01,2.0,4.0
Norte,App,Tarjeta,249.0,3.0,4.0
Lima,Web,Tarjeta,206.87,1.0,5.0
Lima,App,Billetera digital,110.34,2.0,4.0
Lima,Web,Billetera digital,108.83,1.0,5.0
Centro,Web,Billetera digital,167.07,5.0,3.0
Lima,Web,Contra entrega,213.5,2.0,4.0
Centro,App,Billetera digital,183.45,4.0,4.0
Centro,App,Contra entrega,303.43,5.0,2.0
Lima,App,Billetera digital,162.07,1.0,5.0
Lima,App,Tarjeta,124.37,1.0,5.0
Norte,App,Tarjeta,133.3,3.0,5.0
Lima,App,Billetera digital,193.24,2.0,3.0
Norte,App,Tarjeta,49.82,3.0,3.0
Centro,App,Contra entrega,203.89,3.0,5.0
Lima,App,Billetera digital,133.92,2.0,3.0
Centro,App,Tarjeta,51.83,3.0,5.0
Lima,Web,Billetera digital,75.84,4.0,3.0
Oriente,App,Billetera digital,377.27,7.0,3.0
Sur,Web,Tarjeta,70.58,2.0,4.0
Centro,App,Contra entrega,261.29,3.0,5.0
Lima,Web,Tarjeta,224.56,1.0,3.0
Norte,App,Tarjeta,112.68,6.0,3.0
Norte,Web,Tarjeta,105.69,3.0,4.0
Centro,Web,Tarjeta,98.01,10.0,3.0
Sur,App,Billetera digital,171.85,2.0,5.0
Norte,Web,Billetera digital,91.5,3.0,5.0
Centro,Web,Tarjeta,64.54,2.0,5.0
Sur,App,Tarjeta,103.84,3.0,4.0
Lima,Web,Tarjeta,91.1,1.0,4.0
Sur,App,Tarjeta,285.45,2.0,4.0
Lima,Web,Tarjeta,107.05,2.0,5.0
Lima,Web,Billetera digital,181.76,3.0,4.0
Sur,App,Contra entrega,104.3,3.0,4.0
Sur,App,Tarjeta,580.53,3.0,5.0
Sur,Web,Billetera digital,181.0,3.0,4.0
Sur,Web,Billetera digital,410.97,3.0,3.0
Centro,Web,Billetera digital,75.01,3.0,5.0
Norte,Web,Tarjeta,232.6,2.0,4.0
Sur,App,Contra entrega,253.13,2.0,5.0
Oriente,App,Billetera digital,85.14,12.0,2.0
Lima,App,Contra entrega,195.79,4.0,3.0
Lima,Web,Billetera digital,73.01,2.0,5.0
Lima,Web,Contra entrega,118.47,1.0,5.0
Sur,Web,Tarjeta,87.85,2.0,4.0
Lima,Web,Billetera digital,158.19,1.0,5.0
Sur,App,Billetera digital,188.87,5.0,3.0
Lima,App,Billetera digital,202.13,2.0,5.0
Oriente,App,Contra entrega,129.44,1.0,5.0
Norte,Web,Billetera digital,117.24,2.0,4.0
Lima,App,Tarjeta,284.04,2.0,5.0
Lima,Web,Tarjeta,222.42,1.0,5.0
Sur,App,Billetera digital,94.57,6.0,4.0
Lima,App,Tarjeta,124.48,2.0,4.0
Lima,Web,Tarjeta,186.25,1.0,5.0
Lima,Web,Tarjeta,435.16,1.0,
Centro,App,Tarjeta,140.14,5.0,4.0
Norte,App,Contra entrega,157.82,5.0,3.0
Sur,Web,Tarjeta,141.4,3.0,3.0
Oriente,Web,Contra entrega,133.32,6.0,3.0
Sur,Web,Billetera digital,127.56,4.0,3.0
Centro,App,Billetera digital,32.88,4.0,5.0
Lima,Web,Tarjeta,279.94,2.0,4.0
Norte,App,Billetera digital,128.4,4.0,4.0
Oriente,App,Contra entrega,196.16,8.0,
Lima,Web,Tarjeta,140.59,3.0,5.0
Lima,App,Billetera digital,134.85,1.0,4.0
Norte,Web,Tarjeta,199.57,5.0,4.0
Centro,App,Contra entrega,58.91,5.0,3.0
Lima,App,Tarjeta,79.33,2.0,
Sur,Web,Billetera digital,128.21,3.0,5.0
Centro,App,Tarjeta,81.64,5.0,2.0
Centro,App,Contra entrega,54.86,6.0,5.0
Lima,Web,Billetera digital,157.54,1.0,4.0
Oriente,Web,Contra entrega,57.73,3.0,4.0
Centro,App,Contra entrega,92.73,1.0,5.0
Lima,App,Contra entrega,193.88,1.0,5.0
Norte,Web,Contra entrega,91.45,3.0,5.0
Lima,Web,Billetera digital,288.56,2.0,4.0
Lima,Web,Tarjeta,215.63,3.0,5.0
Lima,App,Billetera digital,200.44,2.0,4.0
Lima,App,Contra entrega,62.63,1.0,5.0
Sur,Web,Contra entrega,69.42,3.0,4.0
Lima,Web,Billetera digital,371.42,2.0,5.0
Norte,Web,Billetera digital,129.15,5.0,4.0
Sur,Web,Billetera digital,69.0,3.0,4.0
Lima,Web,Billetera digital,59.77,2.0,5.0
Lima,Web,Contra entrega,56.48,1.0,4.0
Sur,Web,Contra entrega,92.28,2.0,4.0
Lima,Web,Billetera digital,346.61,2.0,5.0
Lima,Web,Billetera digital,77.91,1.0,3.0
Lima,App,Tarjeta,113.82,1.0,4.0
Lima,Web,Tarjeta,167.98,1.0,5.0
Sur,App,Contra entrega,243.91,6.0,3.0
Lima,Web,Billetera digital,76.55,1.0,5.0
Norte,App,Billetera digital,114.06,1.0,5.0
Centro,Web,Billetera digital,219.33,1.0,5.0
Sur,Web,Contra entrega,148.46,2.0,3.0
Lima,Web,Tarjeta,69.13,2.0,4.0
Centro,Web,Tarjeta,60.9,2.0,5.0
Sur,Web,Billetera digital,92.11,3.0,4.0
Lima,Web,Billetera digital,153.3,1.0,5.0
Centro,App,Contra entrega,103.58,6.0,3.0
Centro,Web,Billetera digital,326.85,2.0,4.0
Sur,Web,Tarjeta,115.08,3.0,3.0
Sur,Web,Billetera digital,166.77,1.0,5.0
Lima,Web,Billetera digital,175.7,2.0,4.0
Norte,Web,Billetera digital,218.72,3.0,5.0
Lima,Web,Billetera digital,168.74,3.0,4.0
Lima,App,Tarjeta,73.02,2.0,4.0
Norte,App,Contra entrega,862.79,3.0,4.0
Sur,Web,Billetera digital,147.2,5.0,4.0
Lima,Web,Billetera digital,354.59,2.0,5.0
Lima,Web,Billetera digital,43.2,2.0,4.0
Oriente,Web,Tarjeta,160.18,3.0,4.0
Lima,Web,Tarjeta,161.2,1.0,5.0
Lima,App,Tarjeta,93.55,3.0,3.0
Lima,App,Billetera digital,160.05,1.0,5.0
Lima,Web,Billetera digital,117.93,1.0,4.0
Norte,Web,Contra entrega,199.42,2.0,4.0
Centro,Web,Billetera digital,118.4,4.0,1.0
Norte,App,Contra entrega,69.94,4.0,3.0
Centro,Web,Tarjeta,101.2,2.0,4.0
Norte,Web,Billetera digital,102.72,3.0,4.0
Lima,App,Contra entrega,178.56,2.0,4.0
Lima,App,Billetera digital,69.98,1.0,4.0
Oriente,App,Tarjeta,167.06,2.0,5.0
Norte,App,Tarjeta,53.24,2.0,4.0
Lima,Web,Tarjeta,110.45,2.0,4.0
Lima,App,Tarjeta,81.41,1.0,3.0
Norte,Web,Billetera digital,157.5,4.0,5.0
Centro,Web,Contra entrega,81.68,1.0,5.0
Sur,App,Billetera digital,106.64,2.0,4.0
Centro,Web,Contra entrega,234.56,1.0,5.0
Lima,App,Billetera digital,105.98,1.0,5.0
Lima,Web,Tarjeta,228.99,2.0,5.0
Lima,Web,Contra entrega,185.84,5.0,5.0
Norte,Web,Tarjeta,69.2,2.0,4.0
Lima,App,Tarjeta,154.77,1.0,5.0
Oriente,Web,Contra entrega,118.81,9.0,3.0
Lima,App,Tarjeta,105.77,2.0,4.0
Lima,Web,Contra entrega,287.64,2.0,5.0
Lima,App,Tarjeta,101.22,1.0,5.0
Centro,Web,Contra entrega,140.58,3.0,5.0
Norte,App,Tarjeta,86.09,1.0,5.0
Norte,Web,Billetera digital,221.11,4.0,3.0
Lima,Web,Billetera digital,51.41,1.0,4.0
Norte,Web,Contra entrega,101.89,3.0,3.0
Lima,Web,Billetera digital,62.0,1.0,5.0
Lima,Web,Tarjeta,121.25,3.0,4.0
Sur,Web,Billetera digital,132.42,4.0,4.0
Sur,App,Contra entrega,121.05,4.0,
Lima,Web,Tarjeta,46.56,1.0,4.0
Lima,App,Contra entrega,653.86,1.0,4.0
Norte,Web,Tarjeta,241.75,3.0,3.0
Oriente,App,Contra entrega,48.46,9.0,5.0
Lima,Web,Tarjeta,118.37,2.0,3.0
Sur,Web,Billetera digital,46.16,4.0,5.0
Sur,App,Billetera digital,106.81,4.0,4.0
Sur,Web,Tarjeta,67.66,3.0,4.0
Lima,Web,Billetera digital,120.38,2.0,5.0
Lima,Web,Tarjeta,146.46,1.0,4.0
Sur,App,Billetera digital,113.49,2.0,4.0
Sur,App,Contra entrega,66.82,5.0,5.0
Oriente,Web,Contra entrega,46.29,2.0,4.0
Centro,App,Contra entrega,84.43,1.0,5.0
Sur,Web,Billetera digital,193.68,5.0,4.0
Lima,App,Billetera digital,146.0,2.0,5.0
Sur,Web,Contra entrega,47.58,1.0,5.0
Norte,Web,Tarjeta,163.17,4.0,3.0
Norte,App,Contra entrega,99.27,5.0,3.0
Lima,Web,Tarjeta,1641.05,3.0,3.0
Norte,Web,Tarjeta,88.34,7.0,1.0
Lima,Web,Tarjeta,160.26,1.0,5.0
Lima,Web,Tarjeta,133.47,2.0,4.0
Norte,Web,Tarjeta,231.75,7.0,3.0
Lima,App,Billetera digital,144.33,3.0,5.0
Lima,App,Tarjeta,103.7,3.0,3.0
Lima,App,Tarjeta,163.81,1.0,5.0
Sur,App,Contra entrega,375.8,7.0,4.0
Oriente,App,Billetera digital,194.07,4.0,5.0
Lima,Web,Billetera digital,103.03,3.0,5.0
Lima,Web,Tarjeta,154.46,2.0,3.0
Lima,App,Tarjeta,75.53,4.0,3.0
Sur,App,Billetera digital,82.03,6.0,2.0
Lima,Web,Tarjeta,105.46,1.0,5.0
Lima,Web,Tarjeta,176.73,2.0,5.0
Centro,App,Billetera digital,182.87,3.0,4.0
Norte,Web,Billetera digital,260.23,4.0,5.0
Centro,App,Contra entrega,76.44,3.0,3.0
Lima,Web,Tarjeta,209.88,1.0,5.0
Norte,Web,Tarjeta,132.5,5.0,3.0
Lima,Web,Billetera digital,108.13,3.0,5.0
Norte,Web,Tarjeta,89.93,4.0,4.0
Oriente,Web,Contra entrega,111.64,3.0,5.0
Sur,Web,Billetera digital,236.24,3.0,3.0
Lima,Web,Tarjeta,329.85,3.0,4.0
Norte,Web,Billetera digital,76.96,2.0,5.0
Lima,App,Tarjeta,165.79,1.0,5.0
Norte,Web,Tarjeta,105.81,3.0,5.0
Norte,Web,Billetera digital,94.25,5.0,3.0
Oriente,App,Billetera digital,89.97,12.0,3.0
Sur,App,Contra entrega,327.79,1.0,5.0
Sur,Web,Tarjeta,254.38,2.0,5.0
Norte,App,Contra entrega,89.97,4.0,4.0
Lima,Web,Billetera digital,63.13,1.0,4.0
Lima,Web,Tarjeta,67.97,2.0,3.0
Lima,Web,Contra entrega,79.96,1.0,
Lima,Web,Contra entrega,66.16,2.0,5.0
Lima,Web,Tarjeta,205.1,3.0,5.0
Norte,Web,Tarjeta,132.15,2.0,4.0
Sur,App,Tarjeta,191.05,3.0,4.0
Sur,Web,Billetera digital,156.06,3.0,5.0
Norte,App,Contra entrega,106.3,4.0,5.0
Oriente,Web,Billetera digital,105.73,4.0,4.0
Lima,Web,Tarjeta,146.9,1.0,5.0
Sur,Web,Billetera digital,124.54,4.0,4.0
Lima,App,Billetera digital,187.8,2.0,4.0
Lima,Web,Tarjeta,45.47,1.0,5.0
Norte,Web,Tarjeta,115.09,3.0,4.0
Lima,Web,Tarjeta,180.68,2.0,5.0
Sur,App,Billetera digital,91.34,3.0,5.0
Lima,App,Tarjeta,52.32,2.0,5.0
Lima,App,Billetera digital,161.53,2.0,4.0
Sur,App,Tarjeta,139.11,4.0,4.0
Sur,App,Billetera digital,211.72,1.0,3.0
Lima,App,Tarjeta,215.83,1.0,4.0
Lima,App,Billetera digital,53.27,1.0,4.0
Sur,App,Billetera digital,75.53,4.0,3.0
Sur,App,Billetera digital,94.81,6.0,3.0
Lima,Web,Billetera digital,340.29,1.0,5.0
Oriente,Web,Billetera digital,137.94,5.0,3.0
Centro,Web,Billetera digital,69.36,6.0,4.0
Lima,Web,Tarjeta,123.05,1.0,4.0
Sur,App,Billetera digital,345.62,1.0,4.0
Sur,Web,Tarjeta,159.44,3.0,3.0
Lima,Web,Billetera digital,220.45,4.0,2.0
Sur,App,Tarjeta,90.14,3.0,4.0
Oriente,App,Billetera digital,67.61,8.0,5.0
Norte,Web,Tarjeta,96.41,2.0,4.0
Sur,Web,Contra entrega,100.73,6.0,4.0
Lima,Web,Billetera digital,124.92,2.0,5.0
Sur,Web,Tarjeta,268.17,2.0,3.0
Lima,App,Billetera digital,200.3,1.0,5.0
Lima,App,Tarjeta,268.5,2.0,3.0
Lima,Web,Tarjeta,288.46,4.0,5.0
Norte,Web,Contra entrega,198.53,4.0,5.0
Sur,Web,Billetera digital,233.14,5.0,5.0
Lima,Web,Billetera digital,82.76,1.0,4.0
Norte,Web,Billetera digital,125.48,2.0,4.0
Norte,Web,Contra entrega,142.43,4.0,4.0
Norte,Web,Billetera digital,103.2,2.0,3.0
Norte,Web,Billetera digital,741.62,3.0,5.0
Sur,App,Tarjeta,357.66,4.0,4.0
Lima,Web,Billetera digital,140.42,2.0,3.0
Centro,Web,Billetera digital,119.6,4.0,4.0
Centro,App,Tarjeta,130.43,3.0,3.0
Lima,App,Tarjeta,94.95,1.0,5.0
Norte,Web,Contra entrega,146.93,3.0,4.0
Norte,App,Billetera digital,95.33,5.0,3.0
Norte,App,Contra entrega,81.11,4.0,4.0
Lima,Web,Tarjeta,101.14,2.0,4.0
Lima,App,Tarjeta,60.43,2.0,4.0
Oriente,App,Contra entrega,81.21,3.0,5.0
Lima,App,Billetera digital,90.19,1.0,4.0
Lima,Web,Tarjeta,60.95,1.0,5.0
Norte,Web,Billetera digital,444.67,1.0,5.0
Norte,Web,Contra entrega,127.81,3.0,3.0
Sur,App,Tarjeta,650.91,2.0,3.0
Sur,App,Tarjeta,84.3,6.0,4.0
Lima,App,Billetera digital,297.84,3.0,4.0
Lima,App,Tarjeta,185.0,2.0,4.0
Lima,App,Tarjeta,125.3,2.0,4.0
Norte,App,Tarjeta,176.87,6.0,3.0
Lima,Web,Billetera digital,38.02,3.0,4.0
Centro,App,Contra entrega,213.93,4.0,4.0
Centro,Web,Billetera digital,206.85,4.0,3.0
Centro,Web,Contra entrega,225.63,2.0,3.0
Sur,Web,Billetera digital,171.15,2.0,5.0
Norte,Web,Billetera digital,218.63,2.0,4.0
Norte,App,Tarjeta,142.49,2.0,5.0
Lima,Web,Tarjeta,117.11,1.0,5.0
Lima,App,Tarjeta,311.7,1.0,5.0
Lima,App,Billetera digital,80.73,1.0,5.0
Norte,Web,Tarjeta,94.79,4.0,5.0
Sur,App,Billetera digital,125.61,3.0,5.0
Oriente,Web,Billetera digital,210.43,3.0,4.0
Sur,Web,Tarjeta,82.69,2.0,5.0
Sur,App,Billetera digital,243.56,8.0,3.0
Centro,App,Billetera digital,428.95,2.0,3.0
Lima,App,Billetera digital,130.72,2.0,4.0
Norte,Web,Billetera digital,126.92,2.0,4.0
Centro,Web,Tarjeta,141.9,3.0,4.0
Centro,App,Contra entrega,173.72,1.0,5.0
Lima,Web,Tarjeta,161.62,3.0,4.0
Sur,App,Tarjeta,126.0,2.0,5.0
Lima,App,Billetera digital,223.94,1.0,5.0
Norte,App,Tarjeta,118.78,3.0,4.0
Oriente,Web,Contra entrega,88.36,7.0,
Centro,Web,Tarjeta,40.95,5.0,3.0
Oriente,Web,Contra entrega,163.46,6.0,4.0
Norte,App,Billetera digital,91.73,4.0,4.0
Lima,Web,Tarjeta,117.71,1.0,4.0
Lima,App,Billetera digital,128.91,2.0,4.0
Centro,App,Billetera digital,253.17,2.0,5.0
Lima,Web,Billetera digital,324.37,2.0,3.0
Lima,Web,Billetera digital,134.02,3.0,5.0
