transaccion_id,tipo_operacion,version_api,datacenter,hora,franja,latencia_ms,error,satisfaccion
T515636,Transferencia,v2,Arequipa,11,Normal,200.4,0,4.0
T515637,Pago QR,v1,Arequipa,4,Normal,106.7,0,5.0
T515638,Pago QR,v2,Trujillo,2,Normal,136.2,0,5.0
T515639,Transferencia,v1,Lima,19,Pico,493.1,0,3.0
T515640,Transferencia,v1,Arequipa,9,Pico,263.8,0,4.0
T515641,Consulta de saldo,v1,Trujillo,5,Normal,91.1,0,5.0
T515642,Recarga celular,v1,Lima,22,Normal,583.3,0,4.0
T515643,Transferencia,v2,Arequipa,15,Normal,126.8,0,4.0
T515644,Recarga celular,v1,Trujillo,6,Normal,245.8,0,4.0
T515645,Recarga celular,v2,Lima,21,Pico,175.1,0,5.0
T515646,Pago de servicios,v2,Trujillo,6,Normal,382.0,0,3.0
T515647,Consulta de saldo,v2,Trujillo,11,Normal,79.6,0,4.0
T515648,Transferencia,v1,Lima,7,Normal,255.7,0,5.0
T515649,Consulta de saldo,v2,Lima,19,Pico,88.3,0,5.0
T515650,Transferencia,v1,Lima,20,Pico,181.3,0,4.0
T515651,Pago QR,v1,Lima,4,Normal,209.8,1,4.0
T515652,Transferencia,v2,Lima,1,Normal,430.7,0,4.0
T515653,Transferencia,v2,Trujillo,16,Normal,226.6,0,4.0
T515654,Pago QR,v1,Lima,21,Pico,188.1,0,5.0
T515655,Transferencia,v2,Lima,16,Normal,137.1,0,5.0
T515656,Recarga celular,v1,Arequipa,5,Normal,201.3,0,5.0
T515657,Transferencia,v1,Arequipa,17,Normal,292.7,0,3.0
T515658,Transferencia,v2,Trujillo,17,Normal,194.2,0,4.0
T515659,Consulta de saldo,v2,Lima,22,Normal,149.2,0,4.0
T515660,Consulta de saldo,v1,Arequipa,20,Pico,69.5,0,4.0
T515661,Transferencia,v1,Lima,6,Normal,204.0,0,4.0
T515662,Transferencia,v1,Lima,5,Normal,365.4,0,3.0
T515663,Consulta de saldo,v2,Lima,15,Normal,71.1,0,4.0
T515664,Pago QR,v2,Lima,10,Pico,326.1,0,5.0
T515665,Recarga celular,v1,Lima,23,Normal,194.7,0,4.0
T515666,Pago de servicios,v1,Trujillo,9,Pico,395.1,0,4.0
T515667,Consulta de saldo,v1,Arequipa,15,Normal,126.2,0,4.0
T515668,Transferencia,v1,Lima,21,Pico,563.2,0,3.0
T515669,Recarga celular,v1,Arequipa,4,Normal,145.4,0,5.0
T515670,Transferencia,v2,Trujillo,19,Pico,352.3,0,3.0
T515671,Consulta de saldo,v1,Lima,11,Normal,193.1,0,3.0
T515672,Transferencia,v1,Lima,11,Normal,696.4,0,3.0
T515673,Pago QR,v1,Arequipa,19,Pico,733.2,0,3.0
T515674,Pago QR,v2,Lima,20,Pico,231.9,0,4.0
T515675,Pago QR,v2,Arequipa,3,Normal,141.2,0,5.0
T515676,Pago de servicios,v1,Trujillo,0,Normal,891.7,0,3.0
T515677,Pago de servicios,v2,Lima,12,Normal,148.8,0,4.0
T515678,Pago de servicios,v2,Trujillo,17,Normal,251.3,0,5.0
T515679,Consulta de saldo,v2,Trujillo,17,Normal,103.4,0,5.0
T515680,Transferencia,v2,Trujillo,3,Normal,194.3,0,5.0
T515681,Consulta de saldo,v2,Lima,15,Normal,132.1,0,4.0
T515682,Consulta de saldo,v2,Arequipa,11,Normal,80.4,0,4.0
T515683,Consulta de saldo,v1,Lima,9,Pico,102.9,0,5.0
T515684,Pago de servicios,v1,Trujillo,9,Pico,252.7,0,5.0
T515685,Transferencia,v1,Trujillo,1,Normal,449.2,0,2.0
T515686,Transferencia,v1,Lima,0,Normal,375.8,0,4.0
T515687,Recarga celular,v1,Lima,13,Normal,192.8,0,5.0
T515688,Pago QR,v1,Arequipa,10,Pico,135.7,0,5.0
T515689,Pago QR,v1,Lima,14,Normal,155.5,0,4.0
T515690,Consulta de saldo,v1,Arequipa,14,Normal,46.6,0,5.0
T515691,Pago de servicios,v1,Lima,10,Pico,263.7,0,4.0
T515692,Pago de servicios,v1,Lima,22,Normal,274.9,0,5.0
T515693,Transferencia,v2,Lima,7,Normal,796.0,0,3.0
T515694,Transferencia,v1,Trujillo,15,Normal,318.9,0,3.0
T515695,Consulta de saldo,v1,Lima,22,Normal,99.4,0,4.0
T515696,Recarga celular,v1,Arequipa,2,Normal,183.0,0,4.0
T515697,Consulta de saldo,v2,Lima,7,Normal,102.7,0,5.0
T515698,Transferencia,v2,Lima,12,Normal,241.3,0,4.0
T515699,Pago QR,v1,Lima,0,Normal,194.2,0,5.0
T515700,Pago QR,v1,Lima,16,Normal,143.0,0,5.0
T515701,Recarga celular,v1,Lima,18,Pico,199.7,0,4.0
T515702,Pago de servicios,v1,Trujillo,16,Normal,905.0,0,2.0
T515703,Recarga celular,v2,Lima,1,Normal,243.2,0,4.0
T515704,Recarga celular,v2,Lima,11,Normal,172.6,0,5.0
T515705,Pago QR,v2,Lima,18,Pico,522.9,0,2.0
T515706,Pago QR,v1,Lima,21,Pico,301.3,0,2.0
T515707,Pago QR,v1,Trujillo,18,Pico,206.5,0,5.0
T515708,Transferencia,v1,Arequipa,20,Pico,315.6,0,4.0
T515709,Pago QR,v2,Lima,3,Normal,185.1,0,4.0
T515710,Recarga celular,v2,Lima,13,Normal,174.7,0,4.0
T515711,Recarga celular,v1,Lima,23,Normal,122.5,0,5.0
T515712,Consulta de saldo,v2,Lima,13,Normal,160.1,0,5.0
T515713,Pago QR,v1,Arequipa,14,Normal,195.3,0,4.0
T515714,Pago QR,v2,Trujillo,18,Pico,248.8,0,5.0
T515715,Pago de servicios,v2,Lima,5,Normal,284.3,0,4.0
T515716,Transferencia,v2,Arequipa,23,Normal,391.2,0,3.0
T515717,Pago QR,v2,Lima,11,Normal,180.1,0,5.0
T515718,Transferencia,v1,Lima,13,Normal,325.2,0,4.0
T515719,Consulta de saldo,v1,Arequipa,10,Pico,178.5,0,4.0
T515720,Recarga celular,v2,Arequipa,7,Normal,235.5,0,5.0
T515721,Recarga celular,v1,Lima,19,Pico,118.5,0,4.0
T515722,Transferencia,v2,Trujillo,12,Normal,315.8,0,3.0
T515723,Pago QR,v1,Trujillo,21,Pico,257.0,0,5.0
T515724,Pago QR,v2,Arequipa,12,Normal,348.1,0,4.0
T515725,Recarga celular,v1,Arequipa,19,Pico,153.2,0,5.0
T515726,Recarga celular,v2,Lima,8,Pico,237.3,0,4.0
T515727,Transferencia,v1,Trujillo,13,Normal,216.5,0,4.0
T515728,Pago de servicios,v2,Lima,4,Normal,330.2,0,3.0
T515729,Pago de servicios,v1,Trujillo,19,Pico,440.9,0,4.0
T515730,Pago QR,v2,Lima,17,Normal,183.3,0,4.0
T515731,Pago QR,v2,Lima,16,Normal,190.3,0,4.0
T515732,Recarga celular,v1,Lima,7,Normal,108.1,0,4.0
T515733,Recarga celular,v2,Lima,3,Normal,104.1,0,4.0
T515734,Recarga celular,v2,Lima,20,Pico,321.7,0,5.0
T515735,Pago de servicios,v2,Lima,8,Pico,152.3,0,4.0
T515736,Pago de servicios,v1,Trujillo,20,Pico,525.5,0,5.0
T515737,Consulta de saldo,v1,Lima,22,Normal,41.6,0,4.0
T515738,Consulta de saldo,v1,Trujillo,3,Normal,155.2,0,5.0
T515739,Pago QR,v2,Lima,12,Normal,160.0,0,4.0
T515740,Consulta de saldo,v2,Lima,2,Normal,61.6,0,5.0
T515741,Pago de servicios,v2,Lima,11,Normal,196.4,0,4.0
T515742,Pago de servicios,v2,Lima,18,Pico,189.2,0,4.0
T515743,Consulta de saldo,v2,Trujillo,3,Normal,250.9,0,3.0
T515744,Transferencia,v2,Arequipa,10,Pico,273.3,0,4.0
T515745,Consulta de saldo,v2,Lima,18,Pico,111.8,0,5.0
T515746,Recarga celular,v2,Arequipa,6,Normal,134.9,0,4.0
T515747,Pago QR,v1,Lima,4,Normal,543.7,0,3.0
T515748,Transferencia,v1,Lima,7,Normal,754.0,0,3.0
T515749,Consulta de saldo,v1,Arequipa,19,Pico,114.2,0,5.0
T515750,Transferencia,v1,Lima,0,Normal,360.1,0,5.0
T515751,Transferencia,v2,Trujillo,3,Normal,286.3,0,4.0
T515752,Pago QR,v2,Trujillo,17,Normal,260.9,0,4.0
T515753,Transferencia,v2,Lima,10,Pico,273.0,0,5.0
T515754,Transferencia,v2,Arequipa,18,Pico,473.4,0,4.0
T515755,Transferencia,v1,Lima,16,Normal,130.0,0,4.0
T515756,Pago de servicios,v2,Lima,15,Normal,240.7,0,4.0
T515757,Consulta de saldo,v1,Trujillo,10,Pico,364.8,0,4.0
T515758,Pago QR,v2,Arequipa,4,Normal,361.6,0,4.0
T515759,Recarga celular,v1,Lima,8,Pico,234.3,0,4.0
T515760,Consulta de saldo,v1,Lima,12,Normal,115.4,0,
T515761,Consulta de saldo,v2,Lima,4,Normal,128.0,0,4.0
T515762,Consulta de saldo,v1,Lima,18,Pico,66.7,0,4.0
T515763,Pago de servicios,v2,Trujillo,3,Normal,408.4,0,4.0
T515764,Pago de servicios,v1,Trujillo,2,Normal,513.3,0,4.0
T515765,Transferencia,v1,Lima,19,Pico,286.0,1,3.0
T515766,Recarga celular,v1,Arequipa,6,Normal,204.7,0,5.0
T515767,Consulta de saldo,v1,Trujillo,16,Normal,110.9,0,4.0
T515768,Pago de servicios,v1,Lima,21,Pico,406.0,0,5.0
T515769,Transferencia,v1,Trujillo,21,Pico,278.6,0,4.0
T515770,Consulta de saldo,v1,Arequipa,15,Normal,180.6,0,4.0
T515771,Transferencia,v1,Arequipa,1,Normal,822.1,0,5.0
T515772,Recarga celular,v1,Lima,21,Pico,113.1,0,4.0
T515773,Consulta de saldo,v1,Trujillo,6,Normal,114.5,0,4.0
T515774,Transferencia,v1,Lima,3,Normal,394.0,0,3.0
T515775,Pago QR,v1,Trujillo,20,Pico,421.2,0,4.0
T515776,Pago de servicios,v2,Lima,15,Normal,269.9,0,4.0
T515777,Pago QR,v2,Lima,7,Normal,175.3,0,5.0
T515778,Transferencia,v1,Lima,21,Pico,489.7,0,5.0
T515779,Pago QR,v1,Trujillo,2,Normal,171.4,0,5.0
T515780,Transferencia,v2,Lima,18,Pico,408.9,0,4.0
T515781,Pago QR,v2,Lima,1,Normal,194.2,0,4.0
T515782,Consulta de saldo,v1,Lima,22,Normal,113.4,0,5.0
T515783,Pago QR,v1,Lima,13,Normal,172.5,0,4.0
T515784,Transferencia,v2,Trujillo,10,Pico,304.5,0,
T515785,Pago QR,v1,Trujillo,13,Normal,395.1,0,3.0
T515786,Recarga celular,v2,Arequipa,1,Normal,211.4,0,4.0
T515787,Recarga celular,v2,Lima,5,Normal,257.8,0,3.0
T515788,Pago QR,v1,Trujillo,17,Normal,407.7,0,3.0
T515789,Transferencia,v2,Lima,7,Normal,162.8,0,4.0
T515790,Pago QR,v1,Arequipa,9,Pico,175.7,0,4.0
T515791,Consulta de saldo,v2,Lima,7,Normal,143.1,0,4.0
T515792,Pago QR,v1,Lima,5,Normal,306.7,0,4.0
T515793,Pago QR,v1,Lima,7,Normal,293.5,0,5.0
T515794,Transferencia,v1,Trujillo,18,Pico,204.1,0,5.0
T515795,Consulta de saldo,v1,Trujillo,15,Normal,92.3,0,5.0
T515796,Consulta de saldo,v1,Trujillo,14,Normal,132.6,0,5.0
T515797,Pago QR,v1,Arequipa,7,Normal,291.9,0,3.0
T515798,Pago de servicios,v2,Arequipa,18,Pico,457.6,0,4.0
T515799,Pago de servicios,v1,Arequipa,13,Normal,341.7,0,4.0
T515800,Recarga celular,v2,Arequipa,15,Normal,124.5,0,5.0
T515801,Consulta de saldo,v1,Lima,9,Pico,75.1,0,5.0
T515802,Consulta de saldo,v1,Lima,19,Pico,134.5,0,4.0
T515803,Transferencia,v2,Arequipa,14,Normal,218.3,0,4.0
T515804,Pago QR,v1,Lima,9,Pico,86.5,0,4.0
T515805,Transferencia,v2,Trujillo,3,Normal,470.7,0,3.0
T515806,Consulta de saldo,v1,Arequipa,6,Normal,149.8,0,5.0
T515807,Pago QR,v2,Lima,0,Normal,125.3,0,3.0
T515808,Pago QR,v2,Arequipa,15,Normal,112.6,0,5.0
T515809,Pago QR,v2,Lima,2,Normal,125.8,0,4.0
T515810,Pago de servicios,v2,Trujillo,17,Normal,286.3,0,5.0
T515811,Transferencia,v1,Trujillo,3,Normal,271.9,0,4.0
T515812,Pago QR,v2,Lima,7,Normal,230.7,0,4.0
T515813,Consulta de saldo,v1,Trujillo,14,Normal,76.1,0,4.0
T515814,Transferencia,v2,Trujillo,7,Normal,230.1,0,4.0
T515815,Recarga celular,v1,Trujillo,1,Normal,444.5,0,5.0
T515816,Pago QR,v1,Lima,16,Normal,147.2,0,4.0
T515817,Recarga celular,v1,Arequipa,0,Normal,91.4,0,5.0
T515818,Pago QR,v1,Lima,7,Normal,97.6,0,5.0
T515819,Consulta de saldo,v2,Lima,4,Normal,181.4,0,3.0
T515820,Pago de servicios,v1,Lima,3,Normal,442.1,0,4.0
T515821,Recarga celular,v1,Arequipa,6,Normal,462.2,0,3.0
T515822,Consulta de saldo,v1,Lima,16,Normal,37.6,0,5.0
T515823,Transferencia,v1,Trujillo,0,Normal,653.8,0,3.0
T515824,Recarga celular,v1,Lima,17,Normal,187.6,0,5.0
T515825,Pago QR,v1,Lima,10,Pico,251.5,0,4.0
T515826,Pago de servicios,v1,Lima,7,Normal,418.5,0,4.0
T515827,Pago de servicios,v2,Trujillo,17,Normal,234.8,0,4.0
T515828,Transferencia,v2,Lima,12,Normal,195.7,0,4.0
T515829,Pago de servicios,v1,Trujillo,3,Normal,831.5,0,3.0
T515830,Pago de servicios,v2,Lima,23,Normal,325.5,0,5.0
T515831,Pago QR,v2,Lima,4,Normal,91.3,0,4.0
T515832,Transferencia,v2,Lima,23,Normal,154.1,0,5.0
T515833,Transferencia,v2,Trujillo,9,Pico,356.9,0,4.0
T515834,Pago de servicios,v1,Lima,0,Normal,163.3,0,3.0
T515835,Transferencia,v1,Arequipa,10,Pico,335.8,0,4.0
T515836,Pago QR,v2,Arequipa,12,Normal,154.9,0,5.0
T515837,Pago de servicios,v1,Lima,18,Pico,379.6,0,4.0
T515838,Transferencia,v1,Trujillo,3,Normal,406.0,0,4.0
T515839,Pago de servicios,v1,Lima,15,Normal,477.0,0,3.0
T515840,Recarga celular,v1,Lima,9,Pico,219.4,0,3.0
T515841,Pago de servicios,v1,Lima,14,Normal,568.1,0,2.0
T515842,Recarga celular,v1,Trujillo,16,Normal,301.1,1,2.0
T515843,Pago QR,v1,Trujillo,6,Normal,126.4,0,4.0
T515844,Pago QR,v1,Lima,21,Pico,393.0,0,4.0
T515845,Pago QR,v2,Lima,1,Normal,99.0,0,4.0
T515846,Recarga celular,v2,Lima,20,Pico,201.7,0,4.0
T515847,Consulta de saldo,v1,Lima,11,Normal,54.7,0,5.0
T515848,Pago de servicios,v2,Lima,17,Normal,150.0,0,4.0
T515849,Pago de servicios,v1,Arequipa,6,Normal,402.9,0,4.0
T515850,Consulta de saldo,v2,Arequipa,21,Pico,117.7,0,4.0
T515851,Transferencia,v1,Lima,12,Normal,204.8,0,4.0
T515852,Pago QR,v1,Lima,7,Normal,309.3,0,4.0
T515853,Recarga celular,v2,Trujillo,9,Pico,239.7,0,4.0
T515854,Pago QR,v1,Trujillo,12,Normal,168.3,0,4.0
T515855,Recarga celular,v1,Lima,9,Pico,116.9,0,5.0
T515856,Transferencia,v2,Lima,13,Normal,193.2,0,4.0
T515857,Transferencia,v2,Lima,0,Normal,107.2,0,4.0
T515858,Pago QR,v2,Arequipa,10,Pico,200.0,0,4.0
T515859,Transferencia,v2,Trujillo,19,Pico,196.2,0,5.0
T515860,Transferencia,v2,Trujillo,5,Normal,494.8,0,4.0
T515861,Pago QR,v2,Lima,4,Normal,134.7,0,3.0
T515862,Recarga celular,v1,Trujillo,9,Pico,187.7,0,4.0
T515863,Transferencia,v1,Lima,11,Normal,202.0,0,4.0
T515864,Pago QR,v1,Arequipa,10,Pico,279.5,0,4.0
T515865,Transferencia,v2,Lima,20,Pico,273.8,0,5.0
T515866,Pago QR,v2,Arequipa,2,Normal,289.8,0,5.0
T515867,Pago QR,v1,Trujillo,9,Pico,301.7,0,5.0
T515868,Pago QR,v2,Arequipa,22,Normal,153.8,0,4.0
T515869,Pago QR,v1,Arequipa,2,Normal,239.4,0,
T515870,Consulta de saldo,v1,Lima,9,Pico,191.7,0,3.0
T515871,Consulta de saldo,v1,Lima,20,Pico,114.0,0,5.0
T515872,Transferencia,v1,Lima,0,Normal,319.7,0,5.0
T515873,Pago QR,v2,Lima,4,Normal,369.9,0,4.0
T515874,Pago de servicios,v2,Lima,9,Pico,318.7,1,2.0
T515875,Pago QR,v1,Lima,18,Pico,281.0,0,5.0
T515876,Pago de servicios,v2,Lima,0,Normal,403.4,0,4.0
T515877,Consulta de saldo,v1,Trujillo,2,Normal,88.3,0,4.0
T515878,Pago QR,v1,Arequipa,1,Normal,292.4,0,5.0
T515879,Pago de servicios,v1,Arequipa,14,Normal,260.1,0,4.0
T515880,Recarga celular,v1,Lima,21,Pico,200.6,0,5.0
T515881,Pago de servicios,v1,Trujillo,4,Normal,351.2,0,4.0
T515882,Pago QR,v2,Lima,23,Normal,148.2,0,5.0
T515883,Transferencia,v1,Arequipa,21,Pico,457.4,0,3.0
T515884,Pago de servicios,v2,Trujillo,1,Normal,168.3,0,5.0
T515885,Consulta de saldo,v1,Trujillo,23,Normal,63.3,0,5.0
T515886,Pago QR,v2,Trujillo,8,Pico,248.0,0,4.0
T515887,Consulta de saldo,v2,Arequipa,0,Normal,79.2,0,5.0
T515888,Pago QR,v2,Arequipa,19,Pico,518.0,0,3.0
T515889,Consulta de saldo,v2,Lima,4,Normal,149.1,0,5.0
T515890,Transferencia,v2,Trujillo,22,Normal,393.5,0,4.0
T515891,Consulta de saldo,v2,Lima,4,Normal,104.9,0,5.0
T515892,Transferencia,v1,Lima,4,Normal,577.3,0,3.0
T515893,Pago QR,v1,Lima,4,Normal,71.7,0,5.0
T515894,Pago QR,v1,Lima,23,Normal,218.9,0,4.0
T515895,Pago QR,v1,Lima,4,Normal,175.4,0,4.0
T515896,Transferencia,v1,Arequipa,21,Pico,428.2,0,5.0
T515897,Pago QR,v1,Arequipa,20,Pico,249.8,0,3.0
T515898,Transferencia,v2,Lima,12,Normal,204.3,0,5.0
T515899,Consulta de saldo,v1,Trujillo,11,Normal,125.3,0,4.0
T515900,Transferencia,v1,Arequipa,17,Normal,199.8,0,5.0
T515901,Transferencia,v2,Lima,21,Pico,,0,
T515902,Pago de servicios,v1,Lima,9,Pico,499.6,0,4.0
T515903,Pago de servicios,v2,Lima,8,Pico,510.1,0,4.0
T515904,Pago QR,v1,Trujillo,1,Normal,206.4,0,4.0
T515905,Pago QR,v1,Lima,15,Normal,103.3,0,5.0
T515906,Consulta de saldo,v1,Arequipa,3,Normal,104.0,0,4.0
T515907,Pago de servicios,v1,Lima,5,Normal,402.1,0,5.0
T515908,Consulta de saldo,v1,Lima,2,Normal,75.0,0,4.0
T515909,Consulta de saldo,v1,Trujillo,10,Pico,139.3,0,4.0
T515910,Transferencia,v1,Lima,17,Normal,467.3,0,3.0
T515911,Consulta de saldo,v1,Lima,4,Normal,193.3,0,4.0
T515912,Recarga celular,v1,Lima,8,Pico,295.0,0,5.0
T515913,Pago QR,v1,Lima,11,Normal,82.1,0,5.0
T515914,Pago de servicios,v2,Arequipa,5,Normal,198.7,0,5.0
T515915,Consulta de saldo,v2,Lima,2,Normal,153.8,0,5.0
T515916,Transferencia,v2,Lima,8,Pico,184.4,0,5.0
T515917,Consulta de saldo,v2,Trujillo,9,Pico,100.0,0,3.0
T515918,Pago QR,v2,Trujillo,3,Normal,331.5,0,4.0
T515919,Consulta de saldo,v1,Lima,0,Normal,56.7,0,5.0
T515920,Pago QR,v2,Lima,2,Normal,104.2,0,5.0
T515921,Pago de servicios,v1,Arequipa,17,Normal,732.8,0,3.0
T515922,Consulta de saldo,v2,Arequipa,15,Normal,114.5,0,5.0
T515923,Pago QR,v1,Arequipa,3,Normal,164.5,0,5.0
T515924,Recarga celular,v2,Lima,10,Pico,231.6,0,3.0
T515925,Transferencia,v1,Trujillo,13,Normal,518.9,0,4.0
T515926,Consulta de saldo,v2,Lima,19,Pico,79.9,0,4.0
T515927,Pago de servicios,v1,Arequipa,18,Pico,1428.6,0,1.0
T515928,Pago QR,v2,Trujillo,8,Pico,276.5,0,
T515929,Consulta de saldo,v2,Arequipa,5,Normal,134.1,0,5.0
T515930,Transferencia,v1,Trujillo,3,Normal,220.0,0,5.0
T515931,Pago de servicios,v1,Arequipa,5,Normal,378.8,0,4.0
T515932,Consulta de saldo,v2,Arequipa,10,Pico,129.3,0,4.0
T515933,Pago de servicios,v1,Trujillo,3,Normal,486.3,0,5.0
T515934,Consulta de saldo,v2,Lima,5,Normal,19.6,0,5.0
T515935,Pago de servicios,v2,Lima,2,Normal,156.9,0,5.0
T515936,Consulta de saldo,v1,Trujillo,15,Normal,88.1,0,4.0
T515937,Transferencia,v2,Lima,20,Pico,350.9,0,3.0
T515938,Pago QR,v2,Trujillo,21,Pico,469.9,0,4.0
T515939,Consulta de saldo,v1,Arequipa,6,Normal,74.4,0,4.0
T515940,Pago QR,v2,Lima,9,Pico,271.6,0,4.0
T515941,Pago de servicios,v1,Arequipa,21,Pico,7166.5,0,1.0
T515942,Pago QR,v2,Trujillo,8,Pico,223.9,0,3.0
T515943,Recarga celular,v1,Trujillo,4,Normal,263.1,0,5.0
T515944,Pago QR,v2,Lima,12,Normal,244.6,0,5.0
T515945,Consulta de saldo,v1,Lima,0,Normal,73.3,0,4.0
T515946,Pago QR,v2,Lima,11,Normal,323.3,0,4.0
T515947,Recarga celular,v2,Trujillo,7,Normal,162.1,0,4.0
T515948,Pago QR,v2,Arequipa,10,Pico,351.0,0,4.0
T515949,Pago QR,v2,Lima,9,Pico,175.7,0,5.0
T515950,Transferencia,v2,Arequipa,20,Pico,167.5,0,4.0
T515951,Transferencia,v2,Arequipa,4,Normal,739.1,0,2.0
T515952,Pago QR,v1,Lima,8,Pico,458.6,0,3.0
T515953,Consulta de saldo,v2,Trujillo,23,Normal,39.8,0,4.0
T515954,Transferencia,v2,Lima,1,Normal,360.8,0,3.0
T515955,Transferencia,v1,Lima,18,Pico,766.4,0,3.0
T515956,Pago QR,v1,Lima,13,Normal,98.7,0,5.0
T515957,Pago de servicios,v2,Arequipa,0,Normal,445.7,0,4.0
T515958,Pago QR,v1,Lima,3,Normal,182.4,0,4.0
T515959,Consulta de saldo,v2,Trujillo,19,Pico,99.0,1,2.0
T515960,Recarga celular,v2,Arequipa,6,Normal,137.8,0,3.0
T515961,Pago QR,v2,Arequipa,11,Normal,319.9,0,3.0
T515962,Recarga celular,v2,Lima,20,Pico,201.5,0,
T515963,Pago QR,v1,Lima,11,Normal,215.1,0,4.0
T515964,Pago de servicios,v2,Arequipa,18,Pico,374.4,0,3.0
T515965,Pago de servicios,v2,Trujillo,1,Normal,264.9,0,4.0
T515966,Pago de servicios,v2,Lima,10,Pico,316.4,0,4.0
T515967,Transferencia,v2,Lima,5,Normal,280.4,0,4.0
T515968,Transferencia,v1,Arequipa,12,Normal,261.9,0,4.0
T515969,Pago QR,v1,Lima,19,Pico,258.3,0,4.0
T515970,Transferencia,v2,Lima,9,Pico,142.0,0,5.0
T515971,Transferencia,v2,Arequipa,1,Normal,259.4,0,4.0
T515972,Pago QR,v1,Trujillo,1,Normal,177.3,0,4.0
T515973,Recarga celular,v1,Lima,9,Pico,248.8,0,5.0
T515974,Pago QR,v2,Lima,3,Normal,284.2,0,4.0
T515975,Pago QR,v2,Lima,16,Normal,134.8,0,4.0
T515976,Transferencia,v2,Trujillo,7,Normal,201.6,0,3.0
T515977,Recarga celular,v1,Arequipa,7,Normal,266.4,0,5.0
T515978,Consulta de saldo,v1,Lima,13,Normal,92.4,0,3.0
T515979,Consulta de saldo,v1,Arequipa,14,Normal,254.3,0,3.0
T515980,Recarga celular,v1,Arequipa,4,Normal,161.5,0,5.0
T515981,Pago QR,v1,Lima,4,Normal,97.0,0,
T515982,Pago QR,v1,Lima,18,Pico,248.2,0,4.0
T515983,Consulta de saldo,v2,Lima,1,Normal,57.9,0,5.0
T515984,Pago de servicios,v1,Lima,15,Normal,668.3,0,3.0
T515985,Transferencia,v1,Arequipa,10,Pico,590.1,0,3.0
T515986,Consulta de saldo,v2,Lima,16,Normal,91.6,0,5.0
T515987,Pago QR,v2,Lima,18,Pico,156.5,0,5.0
T515988,Transferencia,v1,Trujillo,10,Pico,381.7,0,4.0
T515989,Consulta de saldo,v2,Lima,10,Pico,78.1,0,5.0
T515990,Consulta de saldo,v2,Lima,6,Normal,103.2,0,5.0
T515991,Consulta de saldo,v2,Trujillo,4,Normal,97.1,0,4.0
T515992,Pago QR,v1,Trujillo,9,Pico,527.3,0,4.0
T515993,Transferencia,v2,Lima,16,Normal,255.0,0,4.0
T515994,Recarga celular,v2,Lima,16,Normal,165.3,1,3.0
T515995,Transferencia,v1,Lima,4,Normal,310.5,0,4.0
T515996,Pago QR,v1,Lima,0,Normal,221.1,0,5.0
T515997,Pago QR,v2,Lima,14,Normal,210.9,0,4.0
T515998,Pago QR,v2,Trujillo,10,Pico,544.8,0,3.0
T515999,Transferencia,v1,Lima,14,Normal,266.3,0,3.0
T516000,Pago de servicios,v2,Lima,5,Normal,537.2,0,4.0
T516001,Recarga celular,v1,Arequipa,5,Normal,174.1,0,4.0
T516002,Pago QR,v2,Trujillo,7,Normal,67.1,0,5.0
T516003,Pago de servicios,v2,Lima,3,Normal,155.7,0,4.0
T516004,Transferencia,v2,Lima,19,Pico,231.9,0,5.0
T516005,Transferencia,v1,Trujillo,0,Normal,282.0,0,4.0
T516006,Transferencia,v2,Lima,8,Pico,374.5,0,4.0
T516007,Transferencia,v2,Lima,3,Normal,247.5,0,
T516008,Recarga celular,v1,Lima,4,Normal,168.0,0,5.0
T516009,Consulta de saldo,v2,Lima,14,Normal,92.4,0,3.0
T516010,Recarga celular,v2,Arequipa,11,Normal,101.5,0,3.0
T516011,Transferencia,v1,Arequipa,18,Pico,637.1,1,2.0
T516012,Consulta de saldo,v2,Trujillo,12,Normal,130.9,0,4.0
T516013,Pago de servicios,v1,Lima,5,Normal,1124.6,0,3.0
T516014,Pago QR,v1,Trujillo,22,Normal,147.9,0,5.0
T516015,Pago de servicios,v1,Arequipa,22,Normal,,0,4.0
T516016,Transferencia,v2,Lima,5,Normal,182.6,0,3.0
T516017,Recarga celular,v2,Trujillo,19,Pico,225.6,0,4.0
T516018,Consulta de saldo,v2,Lima,10,Pico,94.0,0,5.0
T516019,Recarga celular,v2,Trujillo,20,Pico,223.8,0,4.0
T516020,Recarga celular,v2,Arequipa,1,Normal,152.2,0,4.0
T516021,Consulta de saldo,v1,Lima,7,Normal,90.4,0,5.0
T516022,Consulta de saldo,v2,Lima,15,Normal,108.3,0,5.0
T516023,Transferencia,v2,Lima,13,Normal,165.2,0,4.0
T516024,Transferencia,v2,Lima,23,Normal,192.5,0,4.0
T516025,Pago QR,v2,Lima,20,Pico,292.3,0,3.0
T516026,Transferencia,v2,Lima,14,Normal,176.9,0,5.0
T516027,Consulta de saldo,v2,Trujillo,9,Pico,103.7,0,5.0
T516028,Consulta de saldo,v1,Trujillo,2,Normal,76.9,0,5.0
T516029,Pago QR,v1,Lima,11,Normal,100.5,0,5.0
T516030,Consulta de saldo,v2,Lima,17,Normal,116.0,0,4.0
T516031,Consulta de saldo,v1,Arequipa,3,Normal,88.7,0,5.0
T516032,Transferencia,v1,Lima,1,Normal,206.7,0,5.0
T516033,Transferencia,v2,Arequipa,8,Pico,300.2,0,4.0
T516034,Consulta de saldo,v2,Trujillo,6,Normal,93.7,0,5.0
